precursor_formulas,target_formula,Reaction,Year,Heating Operations,Heating Temperatures,Heating Times,Sintering Temperature,Sintering Time,Calcination Temperature,Calcination Time,DOI,Elements Match,Available Values Count,precursor_formulas_set
"['La2O3', 'SrCO3', 'MnO2']",Sr0.2La0.8Mn1O3,0.4 La2O3 + 1 MnO2 + 0.2 SrCO3 == 1 La0.8Sr0.2MnO3 + 0.2 CO2 + 0.2 O2,2006,"['calcined', 'sintered']","[[1200.0], [1300.0]]","[[24.0], [24.0]]",1180.0,12.8,1000.0,14.0,10.1063/1.2345036,True,4,"['La2O3', 'MnO2', 'SrCO3']"
"['MnNO3', 'LaNO3', 'SrNO3']",Sr0.2La0.8Mn1O3,0.8 La(NO3)·6H2O + 1 Mn(NO3)·4H2O + 1 O2 + 0.2 Sr(NO3) + 2 [OH-] == 1 La0.8Sr0.2MnO3 + 9.8 H2O + 2 [NO3-],2007,['calcination'],[[800.0]],[[]],,,800.0,,10.1016/j.mseb.2007.04.006,True,1,"['LaNO3', 'MnNO3', 'SrNO3']"
"['Cr2O3', 'La2O3', 'SrCO3', 'V2O5']",Sr0.2La0.8V0.02Cr0.98O3,0.49 Cr2O3 + 0.4 La2O3 + 0.04 O2 + 0.2 SrCO3 + 0.01 V2O5 == 1 La0.8Sr0.2Cr0.98V0.02O3 + 0.2 CO2,2007,"['calcined', 'calcined', 'sintering', 'fired']","[[800.0], [], [], []]","[[4.0], [], [], [3.0]]",,,800.0,4.0,10.1149/1.2716552,True,2,"['Cr2O3', 'La2O3', 'SrCO3', 'V2O5']"
"['Nd2O3', 'SrCO3', 'Co3O4']",Sr0.2Nd0.8Co1O3,0.333 Co3O4 + 0.4 Nd2O3 + 0.133 O2 + 0.2 SrCO3 == 1 Nd0.8Sr0.2CoO3 + 0.2 CO2,2006,['firing'],[[1050.0]],[[24.0]],950.0,48.0,,,10.1021/cm061420b,True,2,"['Co3O4', 'Nd2O3', 'SrCO3']"
"['La2O3', 'SrCO3', 'Co3O4']",Sr0.33La0.67Co1O3,0.333 Co3O4 + 0.335 La2O3 + 0.166 O2 + 0.33 SrCO3 == 1 La0.67Sr0.33CoO3 + 0.33 CO2,2010,['heated'],[[1100.0]],[[]],999.85,24.0,,,10.1103/physrevb.82.064422,True,2,"['Co3O4', 'La2O3', 'SrCO3']"
"['Cr2O3', 'La2O3', 'SrCO3', 'MnO2']",Sr0.33La0.67Mn0.9Cr0.1O3,0.05 Cr2O3 + 0.335 La2O3 + 0.9 MnO2 + 0.33 SrCO3 == 1 La0.67Sr0.33Mn0.9Cr0.1O3 + 0.33 CO2 + 0.142 O2,2001,"['fired', 'heated', 'sintered']","[[800.0], [1200.0, 1000.0], [1350.0]]","[[12.0], [], [24.0]]",1350.0,24.0,,,10.1016/s0304-8853(01)00263-3,True,2,"['Cr2O3', 'La2O3', 'MnO2', 'SrCO3']"
"['MnCO3', 'La2O3', 'SrCO3']",Sr0.33La0.67Mn1O3,0.335 La2O3 + 1 MnCO3 + 0.332 O2 + 0.33 SrCO3 == 1 La0.67Sr0.33MnO3 + 1.33 CO2,2002,"['heating', 'sintered']","[[], [1400.0]]","[[], [20.0]]",1400.0,20.0,,,10.1016/s0025-5408(02)00717-1,True,2,"['La2O3', 'MnCO3', 'SrCO3']"
"['La2O3', 'SrCO3', 'MnO2']",Sr0.33La0.67Mn1O3,0.335 La2O3 + 1 MnO2 + 0.33 SrCO3 == 1 La0.67Sr0.33MnO3 + 0.33 CO2 + 0.168 O2,2003,[],[],[],1200.0,8.0,933.3333333333334,7.666666666666667,10.1016/s0304-8853(02)01565-2,True,4,"['La2O3', 'MnO2', 'SrCO3']"
"['La2O3', 'SrCO3', 'NiO']",Sr0.33La1.67Ni1O4,0.835 La2O3 + 1 NiO + 0.082 O2 + 0.33 SrCO3 == 1 La1.67Sr0.33NiO4 + 0.33 CO2,2008,"['treatment', 'annealed', 'annealed']","[[], [900.0], []]","[[], [24.0], []]",,,1150.0,24.0,10.1063/1.2831471,True,2,"['La2O3', 'NiO', 'SrCO3']"
"['Nd2O3', 'SrCO3', 'NiO']",Sr0.33Nd1.67Ni1O4,0.835 Nd2O3 + 1 NiO + 0.082 O2 + 0.33 SrCO3 == 1 Nd1.67Sr0.33NiO4 + 0.33 CO2,2008,"['treatment', 'annealed', 'annealed']","[[], [900.0], []]","[[], [24.0], []]",,,1150.0,24.0,10.1063/1.2831471,True,2,"['Nd2O3', 'NiO', 'SrCO3']"
"['La2O3', 'SrCO3', 'MnO2']",Sr0.35La0.65Mn1O3,0.325 La2O3 + 1 MnO2 + 0.35 SrCO3 == 1 La0.65Sr0.35MnO3 + 0.35 CO2 + 0.162 O2,2003,['sintered'],[[1350.0]],[[18.0]],1350.0,18.0,,,10.1016/s0304-8853(02)01151-4,True,2,"['La2O3', 'MnO2', 'SrCO3']"
"['Pr6O11', 'MnO2', 'SrCO3']",Sr0.35Pr0.65Mn1O3,1 MnO2 + 0.108 Pr6O11 + 0.35 SrCO3 == 1 Pr0.65Sr0.35MnO3 + 0.35 CO2 + 0.271 O2,2014,['calcined'],[[1200.0]],[[24.0]],,,1200.0,24.0,10.1016/j.ijrefrig.2013.07.006,True,2,"['MnO2', 'Pr6O11', 'SrCO3']"
"['Sm2O3', 'SrCO3', 'MnO2']",Sr0.35Sm0.65Mn1O3,1 MnO2 + 0.325 Sm2O3 + 0.35 SrCO3 == 1 (Sm0.65Sr0.35)MnO3 + 0.35 CO2 + 0.162 O2,2007,"['annealed', 'annealed']","[[946.85], [1246.85]]","[[21.0], []]",,,1246.85,21.0,10.1016/j.jmmm.2006.08.033,True,2,"['MnO2', 'Sm2O3', 'SrCO3']"
"['SrCO3', 'Co3O4', 'Gd2O3']",Sr0.3Gd0.7Co1O3,0.333 Co3O4 + 0.35 Gd2O3 + 0.158 O2 + 0.3 SrCO3 == 1 Gd0.7Sr0.3CoO3 + 0.3 CO2,2006,"['prefired', 'sintered', 'annealed']","[[1200.0], [1200.0], [500.0]]","[[24.0], [24.0], [48.0]]",1200.0,24.0,500.0,48.0,10.1016/j.ssc.2006.02.027,True,4,"['Co3O4', 'Gd2O3', 'SrCO3']"
"['MnO2', 'La2O3', 'SrCO3', 'Ho2O3']",Sr0.3La0.55Ho0.15Mn1O3,0.075 Ho2O3 + 0.275 La2O3 + 1 MnO2 + 0.3 SrCO3 == 1 La0.55Ho0.15Sr0.3MnO3 + 0.3 CO2 + 0.175 O2,2001,"['sintered', 'brought']","[[1450.0], [1000.0]]","[[24.0], []]",1450.0,24.0,,,10.1016/s0038-1098(01)00007-2,True,2,"['Ho2O3', 'La2O3', 'MnO2', 'SrCO3']"
"['CeO2', 'La2O3', 'SrCO3', 'MnO2']",Sr0.3La0.56Ce0.14Mn1O3,0.14 CeO2 + 0.28 La2O3 + 1 MnO2 + 0.3 SrCO3 == 1 (La0.56Ce0.14)Sr0.30MnO3 + 0.3 CO2 + 0.21 O2,2009,"['heated', 'heated', 'sintered']","[[899.85], [1199.85], [1399.85]]","[[72.0], [24.0], []]",1399.85,,,,10.1016/j.solidstatesciences.2009.05.013,True,1,"['CeO2', 'La2O3', 'MnO2', 'SrCO3']"
"['La2O3', 'SrCO3', 'MnO2', 'Gd2O3']",Sr0.3La0.5Gd0.2Mn1O3,0.1 Gd2O3 + 0.25 La2O3 + 1 MnO2 + 0.3 SrCO3 == 1 (La0.5Gd0.2)Sr0.3MnO3 + 0.3 CO2 + 0.175 O2,2002,"['fired', 'heated', 'sintered']","[[800.0], [1200.0], [1400.0]]","[[12.0], [24.0], [24.0]]",1400.0,24.0,,,10.1016/s0304-8853(01)00822-8,True,2,"['Gd2O3', 'La2O3', 'MnO2', 'SrCO3']"
"['Co(NO3)2', 'La2O3', 'SrCO3']",Sr0.3La0.7Co1O3,1 Co(NO3)2·6H2O + 0.35 La2O3 + 0.325 O2 + 0.3 SrCO3 + 2 [OH-] == 1 La0.7Sr0.3CoO3 + 0.3 CO2 + 7 H2O + 2 [NO3-],2003,['calcinations'],[[1000.0]],[[5.0]],,,1000.0,5.0,10.1016/s0167-2738(02)00821-4,True,2,"['Co(NO3)2', 'La2O3', 'SrCO3']"
"['La2O3', 'SrCO3', 'Co3O4']",Sr0.3La0.7Co1O3,0.333 Co3O4 + 0.35 La2O3 + 0.158 O2 + 0.3 SrCO3 == 1 La0.7Sr0.3CoO3 + 0.3 CO2,1998,"['fired', 'sintering']","[[1100.0], [1430.0, 1400.0]]","[[11.0], [2.0]]",1276.6666666666667,16.666666666666668,699.925,16.0,10.1016/s0167-2738(98)00192-1,True,4,"['Co3O4', 'La2O3', 'SrCO3']"
"['La2O3', 'SrCO3', 'CuO']",Sr0.3La0.7Cu1O3,1 CuO + 0.35 La2O3 + 0.325 O2 + 0.3 SrCO3 == 1 La0.7Sr0.3CuO3 + 0.3 CO2,2010,['calcined'],"[[1200.0, 800.0]]",[[2.0]],,,1200.0,2.0,10.1016/j.ijhydene.2009.12.025,True,2,"['CuO', 'La2O3', 'SrCO3']"
"['La2O3', 'Fe2O3', 'SrCO3', 'CuO']",Sr0.3La0.7Fe0.8Cu0.2O3,0.2 CuO + 0.4 Fe2O3 + 0.35 La2O3 + 0.125 O2 + 0.3 SrCO3 == 1 La0.7Sr0.3Cu0.2Fe0.8O3 + 0.3 CO2,2009,"['calcined', 'sintered']","[[951.85], [1199.85]]","[[12.0], [6.0]]",1199.85,6.0,951.85,12.0,10.1007/s10800-009-9790-9,True,4,"['CuO', 'Fe2O3', 'La2O3', 'SrCO3']"
"['Fe(NO3)3', 'Sr(NO3)2', 'La(NO3)3']",Sr0.3La0.7Fe1O3,1 Fe(NO3)3·9H2O + 0.7 La(NO3)3·6H2O + 0.075 O2 + 0.3 Sr(NO3)2 + 5.7 [OH-] == 1 La0.7Sr0.3FeO3 + 16.05 H2O + 5.7 [NO3-],2013,"['calcinations', 'sintering']","[[500.0], [450.0, 1000.0, 900.0, 1200.0]]","[[], [1.0, 4.0, 4.0, 4.0]]",450.0,1.0,500.0,,10.1002/aenm.201300361,True,3,"['Fe(NO3)3', 'La(NO3)3', 'Sr(NO3)2']"
"['La(HO)3', 'SrCO3', 'Fe2O3']",Sr0.3La0.7Fe1O3,0.5 Fe2O3 + 0.7 La(OH)3 + 0.075 O2 + 0.3 SrCO3 == 1 La0.7Sr0.3FeO3 + 0.3 CO2 + 1.05 H2O,2007,['calcined'],[[1250.0]],[[4.0]],,,1250.0,4.0,10.1016/j.jeurceramsoc.2006.10.004,True,2,"['Fe2O3', 'La(HO)3', 'SrCO3']"
"['La2O3', 'SrCO3', 'Fe2O3']",Sr0.3La0.7Fe1O3,0.5 Fe2O3 + 0.35 La2O3 + 0.075 O2 + 0.3 SrCO3 == 1 La0.7Sr0.3FeO3 + 0.3 CO2,2009,['calcined'],[[1100.0]],[[10.0]],,,1100.0,10.0,10.1016/j.ijhydene.2009.07.081,True,2,"['Fe2O3', 'La2O3', 'SrCO3']"
"['Ga2O3', 'La2O3', 'SrCO3', 'Fe2O3']",Sr0.3La0.7Ga0.3Fe0.7O3,0.35 Fe2O3 + 0.15 Ga2O3 + 0.35 La2O3 + 0.075 O2 + 0.3 SrCO3 == 1 La0.7Sr0.3Ga0.3Fe0.7O3 + 0.3 CO2,2008,"['calcined', 'sintering']","[[1150.0, 1100.0, 900.0], [1400.0]]","[[10.0], [10.0]]",1400.0,10.0,1150.0,10.0,10.1016/j.ssi.2008.04.009,True,4,"['Fe2O3', 'Ga2O3', 'La2O3', 'SrCO3']"
"['Ga2O3', 'La2O3', 'SrCO3', 'Fe2O3']",Sr0.3La0.7Ga0.6Fe0.4O3,0.2 Fe2O3 + 0.3 Ga2O3 + 0.35 La2O3 + 0.075 O2 + 0.3 SrCO3 == 1 La0.7Sr0.3Ga0.6Fe0.4O3 + 0.3 CO2,2003,"['calcined', 'sintered']","[[1250.0, 1000.0], [1500.0, 1300.0]]","[[5.0, 5.0], [5.0, 3.0]]",1500.0,5.0,1250.0,5.0,10.1016/s0167-2738(02)00821-4,True,4,"['Fe2O3', 'Ga2O3', 'La2O3', 'SrCO3']"
"['La2O3', 'SrCO3', 'Fe2O3', 'Mn2O3']",Sr0.3La0.7Mn0.5Fe0.5O3,0.25 Fe2O3 + 0.35 La2O3 + 0.25 Mn2O3 + 0.075 O2 + 0.3 SrCO3 == 1 La0.7Sr0.3Mn0.5Fe0.5O3 + 0.3 CO2,2013,"['sintering', 'annealed', 'heating']","[[1500.0], [700.0], []]","[[12.0], [16.0], []]",1500.0,12.0,700.0,16.0,10.1016/j.jmmm.2012.08.005,True,4,"['Fe2O3', 'La2O3', 'Mn2O3', 'SrCO3']"
"['RuO2', 'La2O3', 'SrCO3', 'MnO2']",Sr0.3La0.7Mn0.9Ru0.1O3,0.35 La2O3 + 0.9 MnO2 + 0.1 RuO2 + 0.3 SrCO3 == 1 La0.7Sr0.3Mn0.9Ru0.1O3 + 0.3 CO2 + 0.175 O2,2004,"['calcinated', 'sintered']","[[1000.0], [1100.0, 1300.0]]","[[24.0], []]",1100.0,,1000.0,24.0,10.1016/j.jmmm.2003.09.003,True,3,"['La2O3', 'MnO2', 'RuO2', 'SrCO3']"
"['Mn2O3', 'Sr(CO3)2', 'La(NO3)3']",Sr0.3La0.7Mn1O3,0.7 La(NO3)3·6H2O + 0.5 Mn2O3 + 0.3 Sr(CO3)2 + 2.1 [OH-] == 1 La0.7Sr0.3MnO3 + 0.6 CO2 + 5.25 H2O + 0.075 O2 + 2.1 [NO3-],2014,"['calcined', 'calcined']","[[600.0], [1000.0]]","[[2.0], [5.0]]",,,1000.0,5.0,10.1016/j.jpowsour.2013.10.042,True,2,"['La(NO3)3', 'Mn2O3', 'Sr(CO3)2']"
"['La2O3', 'SrCO3', 'Mn2O3']",Sr0.3La0.7Mn1O3,0.35 La2O3 + 0.5 Mn2O3 + 0.075 O2 + 0.3 SrCO3 == 1 La0.7Sr0.3MnO3 + 0.3 CO2,2005,"['calcination', 'sintering', 'annealed']","[[], [], [850.0]]","[[], [], [10.0]]",1400.0,,932.5,9.0,10.1063/1.1847847,True,3,"['La2O3', 'Mn2O3', 'SrCO3']"
"['MnCO3', 'La2O3', 'SrCO3']",Sr0.3La0.7Mn1O3,0.35 La2O3 + 1 MnCO3 + 0.325 O2 + 0.3 SrCO3 == 1 La0.7Sr0.3MnO3 + 1.3 CO2,2000,['annealing'],[[726.85]],[[24.0]],1475.0,24.0,1019.175,17.333333333333332,10.1016/s0304-8853(99)00769-6,True,4,"['La2O3', 'MnCO3', 'SrCO3']"
"['MnO', 'La2O3', 'SrCO3']",Sr0.3La0.7Mn1O3,0.35 La2O3 + 1 MnO + 0.325 O2 + 0.3 SrCO3 == 1 La0.7Sr0.3MnO3 + 0.3 CO2,2006,['annealed'],[[800.0]],[[]],,,1083.3333333333333,18.0,10.1016/j.matlet.2005.12.007,True,2,"['La2O3', 'MnO', 'SrCO3']"
"['La2O3', 'SrCO3', 'MnO2']",Sr0.3La0.7Mn1O3,0.35 La2O3 + 1 MnO2 + 0.3 SrCO3 == 1 La0.7Sr0.3MnO3 + 0.3 CO2 + 0.175 O2,2004,"['annealed', 'annealed', 'post-annealed']","[[800.0], [900.0], [750.0]]","[[], [], []]",1287.4625,24.0,875.0,,10.1016/j.matlet.2004.04.029,True,3,"['La2O3', 'MnO2', 'SrCO3']"
"['TiO2', 'La2O3', 'SrCO3', 'MnO2']",Sr0.3La0.7Ti0.2Mn0.8O3,0.35 La2O3 + 0.8 MnO2 + 0.3 SrCO3 + 0.2 TiO2 == 1 La0.7Sr0.3Mn0.8Ti0.2O3 + 0.3 CO2 + 0.175 O2,2007,"['calcined', 'heated', 'sintered']","[[899.85], [1199.85], [1399.85]]","[[24.0], [24.0], []]",1399.85,,899.85,24.0,10.1016/j.jmmm.2007.03.208,True,3,"['La2O3', 'MnO2', 'SrCO3', 'TiO2']"
"['La2O3', 'SrCO3', 'V2O5']",Sr0.3La0.7V1O3,0.35 La2O3 + 0.3 SrCO3 + 0.5 V2O5 == 1 La0.7Sr0.3VO3 + 0.3 CO2 + 0.425 O2,2004,['calcined'],[[1199.85]],[[10.0]],,,1199.85,10.0,10.1016/j.jpowsour.2004.03.061,True,2,"['La2O3', 'SrCO3', 'V2O5']"
"['La2O3', 'SrCO3', 'MoO3']",Sr0.3La1.7Mo2O9,0.85 La2O3 + 2 MoO3 + 0.075 O2 + 0.3 SrCO3 == 1 La1.7Sr0.3Mo2O9 + 0.3 CO2,2013,"['calcinated', 'calcinated', 'sintered']","[[900.0], [600.0], [1100.0]]","[[12.0], [12.0], [12.0]]",1100.0,12.0,600.0,12.0,10.1016/j.materresbull.2012.10.012,True,4,"['La2O3', 'MoO3', 'SrCO3']"
"['Nd2O3', 'SrCO3', 'Mn3O4']",Sr0.3Nd0.7Mn1O3,0.333 Mn3O4 + 0.35 Nd2O3 + 0.158 O2 + 0.3 SrCO3 == 1 Nd0.7Sr0.3MnO3 + 0.3 CO2,2009,"['presintered', 'sintered']","[[1000.0], [1200.0]]","[[10.0], [10.0]]",1200.0,10.0,,,10.1016/j.physc.2008.12.004,True,2,"['Mn3O4', 'Nd2O3', 'SrCO3']"
"['Nd2O3', 'SrCO3', 'MnO2']",Sr0.3Nd0.7Mn1O3,1 MnO2 + 0.35 Nd2O3 + 0.3 SrCO3 == 1 Nd0.7Sr0.3MnO3 + 0.3 CO2 + 0.175 O2,2004,"['calcinated', 'sintered']","[[1149.85], [1349.85]]","[[], [5.0]]",1349.85,5.0,1149.85,,10.1016/j.jssc.2003.09.044,True,3,"['MnO2', 'Nd2O3', 'SrCO3']"
"['Pr6O11', 'SrCO3', 'Mn2O3']",Sr0.3Pr0.7Mn1O3,0.5 Mn2O3 + 0.117 Pr6O11 + 0.3 SrCO3 == 1 Pr0.7Sr0.3MnO3 + 0.3 CO2 + 0.042 O2,2000,"['calcinated', 'fired', 'sintered']","[[900.0], [950.0], [1500.0]]","[[10.0], [15.0], [16.0]]",1500.0,16.0,900.0,10.0,10.1021/cm000206z,True,4,"['Mn2O3', 'Pr6O11', 'SrCO3']"
"['Pr6O11', 'Mn3O4', 'SrCO3']",Sr0.3Pr0.7Mn1O3,0.333 Mn3O4 + 0.042 O2 + 0.117 Pr6O11 + 0.3 SrCO3 == 1 Pr0.7Sr0.3MnO3 + 0.3 CO2,2014,['sintered'],[[1100.0]],[[12.0]],1100.0,12.0,,,10.1063/1.4884995,True,2,"['Mn3O4', 'Pr6O11', 'SrCO3']"
"['Co2O3', 'SrCO3', 'Sm2O3']",Sr0.3Sm0.7Co1O3,0.5 Co2O3 + 0.075 O2 + 0.35 Sm2O3 + 0.3 SrCO3 == 1 Sm0.7Sr0.3CoO3 + 0.3 CO2,2009,['calcined'],[[1200.0]],[[20.0]],,,1200.0,20.0,10.1016/j.jpowsour.2009.02.016,True,2,"['Co2O3', 'Sm2O3', 'SrCO3']"
"['MnCO3', 'SrCO3', 'Eu2O3']",Sr0.42Eu0.58Mn1O3,0.29 Eu2O3 + 1 MnCO3 + 0.355 O2 + 0.42 SrCO3 == 1 Eu0.58Sr0.42MnO3 + 1.42 CO2,2005,"['calcined', 'sintered']","[[1250.0, 1000.0], [1350.0]]","[[48.0, 24.0], [36.0]]",1350.0,36.0,1250.0,48.0,10.1063/1.2125127,True,4,"['Eu2O3', 'MnCO3', 'SrCO3']"
"['SrCO3', 'MnO2', 'Eu2O3']",Sr0.42Eu0.58Mn1O3,0.29 Eu2O3 + 1 MnO2 + 0.42 SrCO3 == 1 Eu0.58Sr0.42MnO3 + 0.42 CO2 + 0.145 O2,2014,"['calcined', 'sintered']","[[1000.0], [1350.0]]","[[24.0], [48.0]]",1350.0,48.0,1000.0,24.0,10.1016/j.jmmm.2014.03.073,True,4,"['Eu2O3', 'MnO2', 'SrCO3']"
"['SrCO3', 'MnO2', 'Eu2O3']",Sr0.45Eu0.55Mn1O3,0.275 Eu2O3 + 1 MnO2 + 0.45 SrCO3 == 1 Eu0.55Sr0.45MnO3 + 0.45 CO2 + 0.138 O2,2006,"['calcinated', 'sintered']","[[900.0], [1350.0]]","[[10.0], [48.0]]",1350.0,48.0,900.0,10.0,10.1063/1.2397535,True,4,"['Eu2O3', 'MnO2', 'SrCO3']"
"['SrCO3', 'MnO2', 'Gd2O3']",Sr0.45Gd0.55Mn1O3,0.275 Gd2O3 + 1 MnO2 + 0.45 SrCO3 == 1 Gd0.55Sr0.45MnO3 + 0.45 CO2 + 0.138 O2,2008,"['reacted', 'sintered']","[[1200.0], []]","[[], []]",1200.0,,,,10.1039/b809368g,True,1,"['Gd2O3', 'MnO2', 'SrCO3']"
"['Sm2O3', 'SrCO3', 'MnO2']",Sr0.45Sm0.55Mn1O3,1 MnO2 + 0.275 Sm2O3 + 0.45 SrCO3 == 1 Sm0.55Sr0.45MnO3 + 0.45 CO2 + 0.138 O2,2008,"['reacted', 'sintered']","[[1200.0], []]","[[], []]",1200.0,,1275.0,19.5,10.1039/b809368g,True,3,"['MnO2', 'Sm2O3', 'SrCO3']"
"['MnCO3', 'La2O3', 'SrCO3']",Sr0.46La0.54Mn1O3,0.27 La2O3 + 1 MnCO3 + 0.365 O2 + 0.46 SrCO3 == 1 La0.54Sr0.46MnO3 + 1.46 CO2,2006,"['heated', 'kept', 'calcinated', 'sintered', 'kept']","[[], [350.0], [700.0], [1000.0], [1000.0]]","[[], [1.0], [24.0], [], [6.0]]",1000.0,,700.0,24.0,10.1016/j.jpowsour.2005.12.069,True,3,"['La2O3', 'MnCO3', 'SrCO3']"
"['Sm2O3', 'Nd2O3', 'SrCO3', 'Mn3O4']",Sr0.48Nd0.104Sm0.416Mn1O3,0.333 Mn3O4 + 0.052 Nd2O3 + 0.203 O2 + 0.208 Sm2O3 + 0.48 SrCO3 == 1 (Sm0.8Nd0.2)0.52Sr0.48MnO3 + 0.48 CO2,2010,"['calcined', 'sintered']","[[1100.0], [1300.0]]","[[20.0], [18.0]]",1300.0,18.0,1100.0,20.0,10.1063/1.3431343,True,4,"['Mn3O4', 'Nd2O3', 'Sm2O3', 'SrCO3']"
"['Pr6O11', 'MnO2', 'SrCO3']",Sr0.48Pr0.52Mn1O3,1 MnO2 + 0.087 Pr6O11 + 0.48 SrCO3 == 1 Pr0.52Sr0.48MnO3 + 0.48 CO2 + 0.217 O2,2007,"['heated', 'sintered']","[[1000.0], [1500.0]]","[[], [12.0]]",1500.0,12.0,,,10.1103/physrevb.76.094408,True,2,"['MnO2', 'Pr6O11', 'SrCO3']"
"['Bi(HO)3', 'Ti(HO)4', 'SrCO3', 'CaCO3']",Sr0.4Ca0.6Ti4Bi4O15,4 Bi(OH)3 + 0.6 CaCO3 + 0.4 SrCO3 + 4 Ti(OH)4 == 1 (Ca0.6Sr0.4)Bi4Ti4O15 + 1 CO2 + 14 H2O,2007,['calcined'],[[850.0]],[[2.0]],,,850.0,2.0,10.1016/j.jeurceramsoc.2006.10.014,True,2,"['Bi(HO)3', 'CaCO3', 'SrCO3', 'Ti(HO)4']"
"['Mo7H24(NO4)6', 'SrCO3', 'Eu2O3']",Sr0.4Eu0.4Mo1O4,0.143 (NH4)6Mo7O24·4H2O + 0.2 Eu2O3 + 0.4 SrCO3 == 1 (Sr0.4Eu0.4)MoO4 + 0.4 CO2 + 1 H2O + 0.857 NH3,2013,"['pre-sintered', 'sintered']","[[500.0], [750.0]]","[[2.0], [5.0]]",750.0,5.0,,,10.1002/pssa.201329071,True,2,"['Eu2O3', 'Mo7H24(NO4)6', 'SrCO3']"
"['Co2O3', 'SrCO3', 'Gd2O3']",Sr0.4Gd0.6Co1O3,0.5 Co2O3 + 0.3 Gd2O3 + 0.1 O2 + 0.4 SrCO3 == 1 Gd0.6Sr0.4CoO3 + 0.4 CO2,2005,"['heating', 'sintered']","[[1199.85], [1049.85]]","[[25.0], [5.0]]",1049.85,5.0,,,10.1149/1.2103727,True,2,"['Co2O3', 'Gd2O3', 'SrCO3']"
"['TiO2', 'La2O3', 'SrCO3']",Sr0.4La0.4Ti1O3,0.2 La2O3 + 0.4 SrCO3 + 1 TiO2 == 1 La0.4Sr0.4TiO3 + 0.4 CO2,2010,"['calcined', 'fired', 'fired']","[[1000.0], [1400.0], [1500.0]]","[[12.0], [10.0], [10.0]]",1400.0,10.0,1000.0,12.0,10.1021/cm101508w,True,4,"['La2O3', 'SrCO3', 'TiO2']"
"['Co(NO3)2', 'Sr(NO3)2', 'La(NO3)3']",Sr0.4La0.6Co1O3,1 Co(NO3)2·6H2O + 0.6 La(NO3)3·6H2O + 0.35 O2 + 0.4 Sr(NO3)2 + 4.6 [OH-] == 1 La0.6Sr0.4CoO3 + 11.9 H2O + 4.6 [NO3-],2010,"['heated', 'heated', 'calcined']","[[], [399.85], [999.85]]","[[], [2.0], [5.0]]",,,999.85,5.0,10.1016/j.ssi.2009.12.014,True,2,"['Co(NO3)2', 'La(NO3)3', 'Sr(NO3)2']"
"['La2O3', 'SrCO3', 'Co3O4']",Sr0.4La0.6Co1O3,0.333 Co3O4 + 0.3 La2O3 + 0.183 O2 + 0.4 SrCO3 == 1 La0.6Sr0.4CoO3 + 0.4 CO2,2001,"['calcined', 'sintered']","[[850.0], [1300.0]]","[[12.0], [24.0]]",1300.0,13.5,825.0,12.0,10.1016/s0040-6090(00)01862-9,True,4,"['Co3O4', 'La2O3', 'SrCO3']"
"['CoH6(CO)4', 'Sr(NO3)2', 'La(NO3)3']",Sr0.4La0.6Co1O3,1 (CH3COO)2Co + 0.6 La(NO3)3 + 0.35 O2 + 0.4 Sr(NO3)2 + 4.6 [OH-] == 1 La0.6Sr0.4CoO3 + 2.3 H2O + 2 [CH3COO-] + 2.6 [NO3-],2002,['calcination'],[[999.85]],[[6.0]],,,1099.85,6.0,10.1016/s0167-2738(02)00413-7,True,2,"['CoH6(CO)4', 'La(NO3)3', 'Sr(NO3)2']"
"['La2O3', 'SrCO3', 'Co3O4', 'Fe2O3']",Sr0.4La0.6Fe0.2Co0.8O3,0.267 Co3O4 + 0.1 Fe2O3 + 0.3 La2O3 + 0.167 O2 + 0.4 SrCO3 == 1 La0.6Sr0.4Co0.8Fe0.2O3 + 0.4 CO2,2000,['calcined'],[[900.0]],[[10.0]],1350.0,5.0,950.0,7.5,10.1016/s0167-2738(00)00425-2,True,4,"['Co3O4', 'Fe2O3', 'La2O3', 'SrCO3']"
"['Fe3O4', 'La2O3', 'SrCO3', 'Co3O4']",Sr0.4La0.6Fe0.2Co0.8O3,0.267 Co3O4 + 0.067 Fe3O4 + 0.3 La2O3 + 0.183 O2 + 0.4 SrCO3 == 1 La0.6Sr0.4Co0.8Fe0.2O3 + 0.4 CO2,2007,['calcined'],[[1099.85]],[[6.0]],,,1099.85,6.0,10.1149/1.2744135,True,2,"['Co3O4', 'Fe3O4', 'La2O3', 'SrCO3']"
"['Co(NO3)2', 'La2O3', 'SrCO3', 'Fe2O3']",Sr0.4La0.6Fe0.8Co0.2O3,0.2 Co(NO3)2·6H2O + 0.4 Fe2O3 + 0.3 La2O3 + 0.15 O2 + 0.4 SrCO3 + 0.4 [OH-] == 1 La0.6Sr0.4Fe0.8Co0.2O3 + 0.4 CO2 + 1.4 H2O + 0.4 [NO3-],1999,"['fired', 'firing']","[[900.0], []]","[[16.0], []]",1500.0,5.0,1250.0,5.0,10.1016/s0167-2738(98)00558-x,True,4,"['Co(NO3)2', 'Fe2O3', 'La2O3', 'SrCO3']"
