precursor_formulas,target_formula,Reaction,Year,Heating Operations,Heating Temperatures,Heating Times,Sintering Temperature,Sintering Time,Calcination Temperature,Calcination Time,DOI,Elements Match,Available Values Count
"['Fe2O3', 'PH9(NO2)2']",FePO4,1 (NH4)2HPO4 + 0.5 Fe2O3 == 1 FePO4 + 1.5 H2O + 2 NH3,2018,['calcining'],[[870.0]],[[8.0]],,,870.0,8.0,10.1016/j.electacta.2018.05.121,True,2
['Li2MoO4'],Li2MoO3,1 Li2MoO4 == 1 Li2MoO3 + 0.5 O2,1999,['heating'],[[]],[[]],700.0,,,,10.1016/s0378-7753(98)00227-4,True,1
"['SnO2', 'TiO2', 'BaCO3']",Ba1Ti0.85Sn0.15O3,1 BaCO3 + 0.15 SnO2 + 0.85 TiO2 == 1 Ba(Ti0.85Sn0.15)O3 + 1 CO2,2009,"['presintered', 'fired']","[[1149.85], [1349.85]]","[[2.0], [3.0]]",1259.925,2.0,1125.0,2.5,10.1016/j.ssc.2009.08.005,True,4
"['Nb2O5', 'Ba(NO3)2', 'CaCO3', 'Fe2O3']",Ba2Ca0.66Nb0.68Fe0.66O6,2 Ba(NO3)2 + 0.66 CaCO3 + 0.33 Fe2O3 + 0.34 Nb2O5 + 0.325 O2 + 4 [OH-] == 1 Ba2Ca0.66Nb0.68Fe0.66O6 + 0.66 CO2 + 2 H2O + 4 [NO3-],2014,"['firing', 'sintered', 'sintered', 're-sintered']","[[1000.0], [1400.0], [1300.0], [1200.0]]","[[12.0], [], [], []]",1200.0,,,,10.1016/j.ssi.2013.09.050,True,1
"['ZrO2', 'Y2O3']",Y2Zr2O7,1 Y2O3 + 2 ZrO2 == 1 Y2Zr2O7,2003,"['heated', 'calcined']","[[1399.85], [1599.85, 1399.85]]","[[], []]",,,1599.85,,10.1016/s0022-4596(03)00290-1,True,1
"['V2O5', 'Ag2O']",VAg3O4,1.5 Ag2O + 0.5 V2O5 == 1 Ag3VO4,2003,"['calcined', 'aged']","[[396.85], [26.850000000000023]]","[[5.0], []]",,,396.85,5.0,10.1039/b300179b,True,2
"['TiO2', 'SrCO3', 'Fe2O3']",Sr1Ti0.7Fe0.3O3,0.15 Fe2O3 + 0.075 O2 + 1 SrCO3 + 0.7 TiO2 == 1 SrTi0.7Fe0.3O3 + 1 CO2,2015,"['calcined', 'calcined']","[[1000.0], [1250.0]]","[[2.0], [2.0]]",1250.0,,1125.0,2.0,10.1021/acs.jpcc.5b02947,True,3
"['Nb2O5', 'CaCO3', 'Ta2O5', 'Sm2O3', 'TiO2']",Ca3Sm4TaTi7NbO28,3 CaCO3 + 0.5 Nb2O5 + 2 Sm2O3 + 0.5 Ta2O5 + 7 TiO2 == 1 Ca3Sm4Ti7NbTaO28 + 3 CO2,2011,"['calcined', 'heated', 'kept', 'increased', 'sintered']","[[1300.0], [600.0], [], [1400.0], []]","[[6.0], [], [1.0], [], [6.0]]",,6.0,1300.0,6.0,10.1007/s10854-011-0338-5,True,3
"['SrCO3', 'MoO3', 'CuO']",Sr2CuMoO6,1 CuO + 1 MoO3 + 2 SrCO3 == 1 Sr2CuMoO6 + 2 CO2,2014,"['calcined', 'treated']","[[900.0], []]","[[], []]",,,900.0,,10.1103/physrevb.89.134419,True,1
"['CeO2', 'Co3O4', 'Gd2O3']",Ce0.845Gd0.15Co0.005O2,0.845 CeO2 + 0.002 Co3O4 + 0.075 Gd2O3 + 0.039 O2 == 1 Ce0.845Gd0.15Co0.005O2,2003,"['calcination', 'calcined']","[[], [1250.0]]","[[], [10.0]]",,,1250.0,10.0,10.1016/s0167-2738(03)00006-7,True,2
"['BaCuO2', 'Ca2CuO3']",Ba2Ca2Cu3O,2 BaCuO2 + 1 Ca2CuO3 == 1 Ba2Ca2Cu3O + 3 O2,2010,"['reacted', 'reacted', 'sintered']","[[], [980.0], [980.0]]","[[], [], [24.0]]",980.0,24.0,,,10.1016/j.tsf.2010.03.005,True,2
"['TiO2', 'ZrO2', 'Sm2O3', 'BaCO3']",Ba0.9Sm0.1Zr0.52Ti0.48O3,0.9 BaCO3 + 0.05 Sm2O3 + 0.48 TiO2 + 0.52 ZrO2 == 1 (Ba0.9Sm0.1)(Zr0.52Ti0.48)O3 + 0.9 CO2 + 0.025 O2,2011,"['calcined', 'calcination', 'sintered']","[[949.85], [], [1399.85]]","[[8.0], [], [8.0]]",1399.85,8.0,949.85,8.0,10.1016/j.ssc.2011.09.015,True,4
"['SrCO3', 'Fe2O3', 'Ta2O5']",Sr1Ta0.2Fe0.8O3,0.4 Fe2O3 + 0.15 O2 + 1 SrCO3 + 0.1 Ta2O5 == 1 SrTa0.2Fe0.8O3 + 1 CO2,2019,"['sintered', 'sintered']","[[800.0], [1200.0]]","[[10.0], [10.0]]",1200.0,10.0,,,10.1016/j.jallcom.2019.05.096,True,2
"['MnO', 'La2O3', 'CaCO3']",Ca0.75La0.25Mn1O3,0.75 CaCO3 + 0.125 La2O3 + 1 MnO + 0.438 O2 == 1 La0.25Ca0.75MnO3 + 0.75 CO2,2017,"['calcined', 'reacted', 'reacted', 'sintered']","[[1100.0], [1200.0], [1250.0], [1250.0]]","[[12.0], [12.0], [12.0], [30.0]]",1250.0,30.0,1100.0,12.0,10.1016/j.solidstatesciences.2017.08.020,True,4
"['NiCO3', 'Mn3O4', 'Li2CO3']",Li1.2Mn0.6Ni0.2O2,0.6 Li2CO3 + 0.2 Mn3O4 + 0.2 NiCO3 + 0.2 O2 == 1 Li1.2Ni0.2Mn0.6O2 + 0.8 CO2,2017,[],[],[],,,900.0,10.0,10.1016/j.jpowsour.2017.05.089,True,2
"['La2O3', 'CaCO3', 'Nb2O5']",Ca0.005La0.995Nb1O4,0.005 CaCO3 + 0.498 La2O3 + 0.5 Nb2O5 + 0.001 O2 == 1 La0.995Ca0.005NbO4 + 0.005 CO2,2011,"['calcined', 'sintered']","[[1150.0], [1500.0]]","[[8.0], [5.0]]",1500.0,5.0,1150.0,8.0,10.1016/j.ssi.2011.03.008,True,4
"['MnCO3', 'CeO2', 'La2O3']",La0.7Ce0.3Mn1O3,0.3 CeO2 + 0.35 La2O3 + 1 MnCO3 + 0.175 O2 == 1 La0.7Ce0.3MnO3 + 1 CO2,2004,"['heated', 'sintered']","[[1100.0], [1400.0]]","[[20.0], [27.0]]",1400.0,27.0,,,10.1063/1.1792808,True,2
"['Ho2O3', 'Fe2O3']",HoFeO3,0.5 Fe2O3 + 0.5 Ho2O3 == 1 HoFeO3,2011,"['calcined', 'sintered', 'sintered']","[[1200.0], [1400.0], [1400.0]]","[[10.0], [24.0], [4.0]]",1400.0,4.0,1200.0,10.0,10.1016/j.jcrysgro.2010.11.014,True,4
"['MoO3', 'Gd2O3']",Gd2Mo4O15,1 Gd2O3 + 4 MoO3 == 1 Gd2Mo4O15,2015,"['placed', 'sintered']","[[], [900.0]]","[[], [48.0]]",900.0,48.0,,,10.1016/j.optcom.2015.06.032,True,2
"['Cu2O', 'Ta2O5']",Ta7Cu3O19,1.5 Cu2O + 3.5 Ta2O5 == 1 Cu3Ta7O19,2010,['heated'],[[]],[[]],,,500.0,3.0,10.1016/j.jssc.2010.01.030,True,2
"['TiO2', 'ZrO2', 'SrCO3', 'BaCO3']",Ba0.9Sr0.1Zr0.1Ti0.9O3,0.9 BaCO3 + 0.1 SrCO3 + 0.9 TiO2 + 0.1 ZrO2 == 1 Ba0.9Sr0.1Zr0.1Ti0.9O3 + 1 CO2,2018,"['calcined', 'sintering']","[[1050.0], [1200.0]]","[[4.0], [3.0]]",1200.0,3.0,1050.0,4.0,10.1016/j.materresbull.2017.12.054,True,4
"['Sm2O3', 'Nb2O5', 'CaCO3']",Ca0.98Sm0.02Nb2O6,0.98 CaCO3 + 1 Nb2O5 + 0.01 Sm2O3 == 1 Ca0.98Sm0.02Nb2O6 + 0.98 CO2 + 0.005 O2,2014,"['calcinated', 'sintered', 'post-annealed']","[[1250.0], [1200.0], [700.0]]","[[10.0], [6.0], []]",1200.0,6.0,700.0,10.0,10.1007/s00339-013-8011-x,True,4
"['Ga2O3', 'NiO', 'Fe2O3', 'ZnO']",Zn0.3Ga0.02Fe1.98Ni0.7O4,0.99 Fe2O3 + 0.01 Ga2O3 + 0.7 NiO + 0.3 ZnO == 1 Ni0.7Zn0.3Ga0.02Fe1.98O4,2018,"['pre-sintered', 'sintering', 'cured']","[[800.0], [], [120.0]]","[[], [], [2.0]]",800.0,,,,10.1063/1.5044738,True,1
"['Se', 'Ag', 'AgI', 'Ga']",Ga1Ag9Se5.99I0.01,8.99 Ag + 0.01 AgI + 1 Ga + 5.99 Se == 1 Ag9GaSe5.99I0.01,2019,"['annealing', 'heated', 'kept', 'annealed']","[[], [999.85], [], [699.85]]","[[], [], [24.0], [48.0]]",,,699.85,48.0,10.1016/j.cej.2019.05.179,True,2
"['Nb2O5', 'Gd2O3']",GdNbO4,0.5 Gd2O3 + 0.5 Nb2O5 == 1 GdNbO4 ; target GdNbO4 with additives Eu3+ via Eu2O3,2013,['sintered'],[[900.0]],[[4.0]],1100.0,5.0,1449.925,36.0,10.1016/j.materresbull.2013.03.044,True,4
"['Al2O3', 'B(HO)3', 'SrCO3']",Al2O3,1 Al2O3 + 2 H3BO3 + 3 O2 + 1 SrCO3 == 1 SrO+7Al2O3+B2O3 + 1 CO2 + 3 H2O,2004,"['fired', 'annealing']","[[1000.0], [1300.0]]","[[4.0], [2.0]]",,,1300.0,2.0,10.1016/j.materresbull.2003.11.007,True,2
"['NiH6(CO)4', 'CoH6(CO)4', 'MnH6(CO)4']",Mn1.4Co1Ni0.6O4,1 Co(CH3COO)2·4H2O + 1.4 Mn(CH3COO)2·4H2O + 0.6 Ni(CH3COO)2·4H2O + 0.5 O2 + 6 [OH-] == 1 Mn1.4Co1.0Ni0.6O4 + 15 H2O + 6 [CH3COO-],2014,['calcining'],[[826.85]],[[4.0]],,,826.85,4.0,10.1063/1.4867439,True,2
"['La2O3', 'SrCO3', 'Fe2O3']",Sr3LaFe3O10,1.5 Fe2O3 + 0.5 La2O3 + 0.5 O2 + 3 SrCO3 == 1 LaSr3Fe3O10 + 3 CO2,2002,"['annealed', 'annealed']","[[899.85, 1399.85, 999.85], [599.85]]","[[14.0, 12.0, 12.0], []]",,,949.925,13.0,10.1016/s0038-1098(02)00242-9,True,2
"['CaO', 'La2O3', 'MnO2']",Ca0.33La0.67Mn1O3,0.33 CaO + 0.335 La2O3 + 1 MnO2 == 1 La0.67Ca0.33MnO3 + 0.168 O2,2002,['calcinating'],[[800.0]],[[5.0]],,,800.0,5.0,10.1016/s0009-2614(02)00062-3,True,2
"['TiO2', 'HfO2', 'BaCO3']",Ba1Hf0.22Ti0.78O3,1 BaCO3 + 0.22 HfO2 + 0.78 TiO2 == 1 Ba(Ti0.78Hf0.22)O3 + 1 CO2,2007,"['preheated', 'calcined', 'sintered']","[[150.0], [1100.0], [1250.0]]","[[6.0], [6.0], [12.0]]",1250.0,12.0,1100.0,6.0,10.1016/j.solidstatesciences.2007.07.023,True,4
"['Pr2O3', 'Mn3O4', 'CaCO3']",Ca0.45Pr0.55Mn1O3,0.45 CaCO3 + 0.333 Mn3O4 + 0.196 O2 + 0.275 Pr2O3 == 1 Pr0.55Ca0.45MnO3 + 0.45 CO2,2006,"['calcined', 'sintered']","[[999.85], [1599.85]]","[[12.0], [12.0]]",1599.85,12.0,999.85,12.0,10.1016/j.msea.2006.02.169,True,4
"['Ga2O3', 'La2O3', 'SrCO3', 'MgO']",Sr0.2La0.8Mg0.17Ga0.83O2.815,0.415 Ga2O3 + 0.4 La2O3 + 0.17 MgO + 0.2 SrCO3 == 1 La0.8Sr0.2Ga0.83Mg0.17O2.815 + 0.2 CO2,2007,"['calcined', 'sintering']","[[1250.0], [1450.0]]","[[], [24.0]]",1450.0,16.333333333333332,1133.3333333333333,15.0,10.1016/j.ssi.2007.01.013,True,4
"['SrCO3', 'Co3O4', 'Fe2O3', 'BaCO3']",Ba1.5Sr1.5Fe24Co2O41,1.5 BaCO3 + 0.667 Co3O4 + 12 Fe2O3 + 1.5 SrCO3 == 1 Ba1.5Sr1.5Co2Fe24O41 + 3 CO2 + 0.333 O2,2006,[],[],[],,,1180.0,4.0,10.1063/1.2204334,True,2
"['TiO2', 'ZnO', 'CuO', 'Li2CO3']",Li2Ti3Zn0.9Cu0.1O8,0.1 CuO + 1 Li2CO3 + 3 TiO2 + 0.9 ZnO == 1 Li2Cu0.1Zn0.9Ti3O8 + 1 CO2,2012,"['calcined', 'heated', 'sintered']","[[850.0], [600.0], [975.0]]","[[4.0], [4.0], [2.0]]",975.0,2.0,850.0,4.0,10.1016/j.matlet.2012.04.120,True,4
"['Al(HO)3', 'NaHO']",NaAlO2,1 Al(OH)3 + 1 NaOH == 1 NaAlO2 + 2 H2O,2012,['calcined'],[[800.0]],[[2.0]],,,800.0,2.0,10.1016/j.jnucmat.2011.09.020,True,2
"['MoO3', 'Eu2O3', 'Er2O3', 'Yb2O3', 'Gd2O3']",Er2O3,1 Er2O3 + 1 Eu2O3 + 1 Gd2O3 + 1 MoO3 + 2 O2 + 1 Yb2O3 == 1 Gd2O3+4MoO3+Eu2O3+Er2O3+Yb2O3,2012,['calcined'],[[900.0]],[[3.0]],,,900.0,3.0,10.1016/j.materresbull.2011.12.005,True,2
"['MnO2', 'SrO']",SrMnO3,1 MnO2 + 1 SrO == 1 SrMnO3,2013,['annealed'],[[950.0]],[[48.0]],1400.0,48.0,950.0,48.0,10.1016/j.molstruc.2012.10.023,True,4
"['La2O3', 'Ta2O5', 'Li2CO3', 'BaCO3']",BaLi6La2Ta2O12,1 BaCO3 + 1 La2O3 + 3 Li2CO3 + 1 Ta2O5 == 1 Li6BaLa2Ta2O12 + 4 CO2,2009,"['elevated', 'kept', 'heated', 'sintered']","[[700.0], [], [1000.0, 950.0], [1000.0]]","[[], [6.0], [12.0], [4.0]]",950.0,8.0,775.0,9.0,10.1016/j.ssi.2008.10.022,True,4
"['Yb2O3', 'Ho2O3', 'Nb2O5', 'CaCO3']",Ca0.88Yb0.1Ho0.02Nb2O6,0.88 CaCO3 + 0.01 Ho2O3 + 1 Nb2O5 + 0.05 Yb2O3 == 1 Ca0.88Yb0.10Ho0.02Nb2O6 + 0.88 CO2 + 0.03 O2,2016,"['calcinated', 'sintered']","[[1249.85], [1199.85]]","[[10.0], [6.0]]",1199.85,6.0,1249.85,10.0,10.1016/j.cplett.2015.11.041,True,4
"['Sr(NO3)2', 'CaCO3', 'PbO', 'BiNO3', 'CuO']",Sr3Ca3Cu4Bi3.2Pb0.8O1,3.2 Bi(NO3)·5H2O + 3 CaCO3 + 4 CuO + 0.8 PbO + 3 Sr(NO3)2 + 9.2 [OH-] == 1 (Bi0.8Pb0.2)4Sr3Ca3Cu4O + 3 CO2 + 20.6 H2O + 5.7 O2 + 9.2 [NO3-],2008,"['calcinated', 'melted', 'kept']","[[820.0], [1250.0], []]","[[10.0], [], []]",,,820.0,10.0,10.1016/j.jnoncrysol.2008.06.044,True,2
"['Fe2O3', 'NiO', 'CuO', 'ZnO']",Zn0.02Fe1.96Cu0.2Ni0.78O3.94,0.2 CuO + 0.98 Fe2O3 + 0.78 NiO + 0.02 ZnO == 1 Ni0.78Cu0.20Zn0.02Fe1.96O3.94,2018,"['calcined', 'sintered']","[[800.0], [900.0]]","[[2.0], [2.0]]",900.0,2.0,800.0,2.0,10.1016/j.jmmm.2017.12.108,True,4
"['MnCO3', 'La2O3', 'LiCO3']",Li0.2La0.8Mn1O3,0.4 La2O3 + 0.2 LiCO3 + 1 MnCO3 + 0.3 O2 == 1 La0.8Li0.2MnO3 + 1.2 CO2,1998,"['sintered', 'melted']","[[1100.0], [1500.0]]","[[24.0], []]",1100.0,24.0,,,10.1016/s0925-8388(98)00151-0,True,2
"['CaCO3', 'Co3O4']",Ca2.8Co2O6,2.8 CaCO3 + 0.667 Co3O4 + 0.267 O2 == 1 Ca2.8Co2O6 + 2.8 CO2,2017,"['preheated', 'sintered']","[[949.85], [949.85]]","[[], []]",949.85,,,,10.1111/jace.14904,True,1
"['CeO2', 'SrCO3', 'SiO2', 'Gd2O3']",Sr2Ce0.4Gd7.6Si6O26,0.4 CeO2 + 3.8 Gd2O3 + 6 SiO2 + 2 SrCO3 == 1 Ce0.4Sr2Gd7.6(SiO4)6O2 + 2 CO2 + 0.1 O2,2017,['calcined'],[[1400.0]],[[6.0]],,,1400.0,6.0,10.1016/j.materresbull.2017.07.050,True,2
"['La2O3', 'HfO2']",La2Hf2O7,2 HfO2 + 1 La2O3 == 1 La2Hf2O7,2012,"['heating', 'annealed']","[[1650.0], [1250.0]]","[[6.0], [10.0]]",,,1250.0,10.0,10.1016/j.jlumin.2012.06.002,True,2
"['TiO2', 'LiH3(CO)2']",Li4Ti5CO12,4 CH3COOLi·2H2O + 5 TiO2 + 3.5 [OH-] == 1 Li4Ti5O12C + 10.5 H2O + 3.5 [CH3COO-],2014,['sintered'],[[]],[[10.0]],,10.0,,,10.1016/j.jelechem.2014.03.008,True,1
"['Sb2O5', 'ZrO2', 'Nb2O5', 'ZnO']",Zr1Nb1.84Zn1Sb0.16O8,0.92 Nb2O5 + 0.08 Sb2O5 + 1 ZnO + 1 ZrO2 == 1 ZnZrNb1.84Sb0.16O8,2016,"['calcined', 'sintered']","[[1100.0], [1300.0]]","[[4.0], [4.0]]",1300.0,4.0,1100.0,4.0,10.1007/s10854-015-4112-y,True,4
"['SrCO3', 'PH6NO4', 'ZnO']",SrZn2(PO4)2,2 NH4H2PO4 + 1 SrCO3 + 2 ZnO == 1 SrZn2(PO4)2 + 1 CO2 + 3 H2O + 2 NH3,2017,"['calcined', 'sintered']","[[900.0], []]","[[2.0], [2.0]]",,2.0,900.0,2.0,10.1007/s10854-017-6948-9,True,3
"['In2O3', 'Ta2O5']",TaInO4,0.5 In2O3 + 0.5 Ta2O5 == 1 InTaO4,2005,"['calcined', 'calcined']","[[1100.0], [600.0]]","[[6.0], [24.0]]",800.0,0.2,475.0,12.5,10.1111/j.1551-2916.2005.00581.x,True,4
"['Sm2O3', 'CaCO3', 'Fe2O3']",Ca0.5Sm0.5Fe1O3,0.5 CaCO3 + 0.5 Fe2O3 + 0.125 O2 + 0.25 Sm2O3 == 1 Sm0.5Ca0.5FeO3 + 0.5 CO2,2018,"['calcined', 'sintered']","[[900.0], [1340.0]]","[[3.0], [10.0]]",1340.0,10.0,900.0,3.0,10.1016/j.ssi.2017.12.038,True,4
"['SrCO3', 'Fe2O3']",Sr2Fe3O,1.5 Fe2O3 + 2 SrCO3 == 1 Sr2Fe3O + 2 CO2 + 2.75 O2,1998,"['calcined', 'calcination', 'sintered']","[[850.0], [], [1200.0]]","[[16.0], [], [5.0]]",1200.0,5.0,850.0,16.0,10.1016/s0167-577x(97)00270-x,True,4
"['SrCO3', 'Ta2O5']",Sr6Ta2O11,6 SrCO3 + 1 Ta2O5 == 1 Sr6Ta2O11 + 6 CO2,2000,"['calcination', 'annealed', 'sintered']","[[], [], [1400.0]]","[[], [], [24.0]]",1400.0,24.0,775.0,12.0,10.1016/s0167-2738(00)00320-9,True,4
"['La2O3', 'Cu2O']",LaCuO2,0.5 Cu2O + 0.5 La2O3 == 1 CuLaO2,2005,"['calcined', 'heated']","[[1000.0], [1000.0]]","[[12.0], [24.0]]",,,1000.0,12.0,10.1016/j.jssc.2004.11.017,True,2
"['La2O3', 'SrCO3', 'MnO2']",Sr0.25La0.75Mn1O3,0.375 La2O3 + 1 MnO2 + 0.25 SrCO3 == 1 La0.75Sr0.25MnO3 + 0.25 CO2 + 0.188 O2,2005,['calcinated'],[[1200.0]],[[24.0]],1400.0,48.0,1200.0,24.0,10.1063/1.2032614,True,4
"['Li2SO4', 'VSO5']",Li2VS2O9,1 Li2SO4 + 1 VOSO4 == 1 Li2VO(SO4)2,2016,['annealed'],[[415.0]],[[12.0]],,,415.0,12.0,10.1021/acs.chemmater.6b02759,True,2
"['CuO', 'BaCO3']",Ba3Cu10O13,3 BaCO3 + 10 CuO == 1 Ba3Cu10O13 + 3 CO2,2000,"['calcined', 'sintered']","[[900.0], [900.0]]","[[24.0], [24.0]]",900.0,24.0,900.0,24.0,10.1016/s0022-0248(99)00391-7,True,4
"['SiO2', 'Al2O3', 'CaCO3', 'Eu2O3']",Ca0.99Eu0.01Al2Si2O8,1 Al2O3 + 0.99 CaCO3 + 0.005 Eu2O3 + 2 SiO2 == 1 Eu0.01Ca0.99Al2Si2O8 + 0.99 CO2 + 0.002 O2,2014,"['prefired', 'sintered']","[[900.0], [1400.0]]","[[3.0], [4.0]]",1400.0,4.0,,,10.1016/j.jlumin.2013.09.037,True,2
"['MnO2', 'MgO', 'LiHO']",Li1.036Mg0.1Mn1.864O4.021,1.036 LiOH + 0.1 MgO + 1.864 MnO2 == 1 Li1.036Mg0.10Mn1.864O4.021 + 0.518 H2O + 0.162 O2,2004,"['preheated', 'sintered', 'annealed']","[[470.0], [950.0], [800.0]]","[[5.0], [10.0], []]",950.0,10.0,800.0,,10.1016/j.electacta.2003.11.032,True,3
"['Mn2O3', 'Fe2O3', 'Bi2O3']",Mn0.3Fe0.7Bi1O3,0.5 Bi2O3 + 0.35 Fe2O3 + 0.15 Mn2O3 == 1 BiFe0.7Mn0.3O3,2005,[],[],[],,,799.85,8.0,10.1016/j.ssc.2004.12.049,True,2
"['V2O3', 'Fe2O3', 'ZnO']",V3Zn2FeO11,0.5 Fe2O3 + 1.5 O2 + 1.5 V2O3 + 2 ZnO == 1 Zn2FeV3O11,2006,['calcined'],"[[620.0, 540.0]]","[[24.0, 24.0]]",,,620.0,24.0,10.1016/j.jnoncrysol.2006.07.035,True,2
"['CeO2', 'Gd2O3']",Ce0.8Gd0.2O2,0.8 CeO2 + 0.1 Gd2O3 + 0.05 O2 == 1 Gd0.2Ce0.8O2,2008,['sintered'],[[1600.0]],[[6.0]],1412.5,3.75,1200.0,2.0,10.1149/1.2969914,True,4
"['PH3O4', 'Mn(NO3)2', 'LiNO3']",LiMnPO4,1 H3PO4 + 1 LiNO3 + 1 Mn(NO3)2·6H2O + 3 [OH-] == 1 LiMnPO4 + 9 H2O + 3 [NO3-],2011,['annealed'],[[500.0]],[[4.0]],,,500.0,4.0,10.1016/j.materresbull.2011.03.020,True,2
"['TiO2', 'Ta2O5']",Ta1.84Ti0.08O4.76,0.92 Ta2O5 + 0.08 TiO2 == 1 (Ta2O5)0.92(TiO2)0.08,2002,"['heated', 'sintered', 'calcined', 'sintered']","[[1350.0], [], [1350.0], [1600.0]]","[[24.0], [], [24.0], [28.0]]",1600.0,28.0,1350.0,24.0,10.1016/s0167-577x(02)00777-2,True,4
"['Mn3O4', 'Fe2O3', 'ZnO']",Mn0.71Zn0.23Fe2.06O4,1.03 Fe2O3 + 0.237 Mn3O4 + 0.23 ZnO == 1 Mn0.71Zn0.23Fe2.06O4 + 0.133 O2,2014,['pre-sintered'],[[920.0]],[[2.0]],920.0,2.0,,,10.1016/j.jmmm.2013.09.006,True,2
"['TiO2', 'CeO2', 'SrCO3']",Sr2Ce2Ti5O16,2 CeO2 + 2 SrCO3 + 5 TiO2 == 1 Sr2Ce2Ti5O16 + 2 CO2,2007,['calcined'],[[]],[[5.0]],,,,5.0,10.1016/j.jeurceramsoc.2006.11.049,True,1
"['Al2O3', 'CeO2', 'Ga2O3', 'Y2O3']",Ce0.015Y2.985Al2Ga3O12,1 Al2O3 + 0.015 CeO2 + 1.5 Ga2O3 + 1.492 Y2O3 == 1 (Y0.995Ce0.005)3Al2Ga3O12 + 0.004 O2,2011,['sintered'],[[1400.0]],[[6.0]],1525.0,13.0,,,10.1063/1.3632069,True,2
"['ZrO2', 'MgO', 'Li2CO3']",Li2Mg4ZrO7,1 Li2CO3 + 4 MgO + 1 ZrO2 == 1 Li2Mg4ZrO7 + 1 CO2,2018,"['calcined', 'preheated', 'sintered']","[[1050.0], [500.0], [1550.0]]","[[2.0], [4.0], [6.0]]",1550.0,6.0,1050.0,2.0,10.1016/j.jeurceramsoc.2018.04.034,True,4
"['TiO2', 'SrCO3', 'Fe2O3']",Sr1Ti0.6Fe0.4O3,0.2 Fe2O3 + 0.1 O2 + 1 SrCO3 + 0.6 TiO2 == 1 SrTi0.6Fe0.4O3 + 1 CO2,2005,"['prefired', 'sintered', 'annealed', 'lowered']","[[], [1150.0], [], []]","[[], [], [], []]",1150.0,,,,10.1063/1.1922584,True,1
"['Sc2O3', 'Mn2O3']",ScMn2O4,1 Mn2O3 + 0.5 Sc2O3 == 1 ScMn2O4 + 0.25 O2,2013,['sintered'],[[1300.0]],[[12.0]],1300.0,12.0,,,10.1016/j.ssc.2012.10.017,True,2
"['Fe(NO3)3', 'Mn(NO3)2', 'Ce(NO3)3']",Ce0.6Mn0.3Fe0.1O2,0.6 Ce(NO3)3·6H2O + 0.1 Fe(NO3)3·9H2O + 0.3 Mn(NO3)2·6H2O + 0.325 O2 + 2.7 [OH-] == 1 Ce0.6Mn0.3Fe0.1O2 + 7.65 H2O + 2.7 [NO3-],2011,['calcined'],[[1199.85]],[[6.0]],,,1133.2333333333331,6.0,10.1021/ja206278f,True,2
"['TiO2', 'Pr6O11', 'Y2O3', 'Ta2O5']",Pr0.22Y0.78Ta1Ti1O6,0.037 Pr6O11 + 0.5 Ta2O5 + 1 TiO2 + 0.39 Y2O3 == 1 Pr0.22Y0.78TiTaO6 + 0.037 O2,2012,['calcined'],[[1175.0]],[[4.0]],,,1175.0,4.0,10.1007/s10854-011-0416-8,True,2
"['La2O3', 'ZrO2', 'LiHO']",Li7La3Zr2O12,1.5 La2O3 + 7 LiOH + 2 ZrO2 == 1 Li7La3Zr2O12 + 3.5 H2O,2007,"['heat', 'annealed']","[[1125.0], [1230.0]]","[[], [36.0]]",978.76,20.75,900.005,14.733333333333333,10.1002/anie.200701144,True,4
"['TiO2', 'NaH3(CO)2', 'LiH3(CO)2']",NaLiTi3O7,2 CH3COOLi·2H2O + 2 CH3COONa·3H2O + 6 TiO2 + 4 [OH-] == 1 Li2Na2Ti6O14 + 12 H2O + 4 [CH3COO-],2014,['calcined'],[[600.0]],[[10.0]],,,675.0,8.5,10.1016/j.jpowsour.2014.02.097,True,2
"['SrCO3', 'CaCO3', 'CuO', 'Bi2O3']",Sr2Ca2Cu3(BiO5)2,1 Bi2O3 + 2 CaCO3 + 3 CuO + 2 SrCO3 == 1 Bi2Sr2Ca2Cu3O10 + 4 CO2,2002,"['calcinated', 'heated']","[[820.0], [840.0]]","[[], []]",,,820.0,,10.1016/s0921-4534(02)00658-5,True,1
"['TiO2', 'Co2O3', 'MgO']",Mg1.9Ti1Co0.1O4,0.05 Co2O3 + 1.9 MgO + 1 TiO2 == 1 (Mg0.95Co0.05)2TiO4 + 0.025 O2,2017,"['calcined', 'calcined']","[[1150.0], [850.0]]","[[4.0], [4.0]]",,,850.0,4.0,10.1007/s10854-017-7275-x,True,2
"['MnCO3', 'NiO', 'Bi2O3']",MnNi(BiO3)2,1 Bi2O3 + 1 MnCO3 + 1 NiO + 0.5 O2 == 1 Bi2NiMnO6 + 1 CO2,2016,"['calcining', 'calcined', 'sintered', 'sintered']","[[], [870.0, 670.0], [900.0], [950.0]]","[[], [4.0], [], []]",950.0,,870.0,4.0,10.1016/j.jeurceramsoc.2015.11.014,True,3
"['CaO', 'TiO2', 'Fe2O3', 'MgCO3']",Ca1Mg1Ti3Fe1.33O12,1 CaO + 0.665 Fe2O3 + 1 MgCO3 + 1.002 O2 + 3 TiO2 == 1 CaMgFe1.33Ti3O12 + 1 CO2,2018,"['kept', 'sintered']","[[120.0], [1050.0]]","[[6.0], []]",1050.0,,,,10.1016/j.snb.2018.01.207,True,1
